Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1288,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,36500,Paved,,Slightly Irregular,Depression,All Public Utilities,Inside Lot,Moderate Slope,Clear Creek,Normal,Normal,Single-Family Detached,One Story,Average,Average,1964,1964,Gable,Standard Shingle,Wood Siding,Wood Siding,Brick Common,621.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical,Average Exposure,Average Rec Room,812,Unfinished,0,812,1624,Gas Forced Warm Air Furnace,Fair,Yes,Standard Circuit Breakers & Romex,1582,0,0,1582,0,1,2,0,4,1,Typical/Average,7,Typical Functionality,0,,Attached,1964.0,Unfinished,2,390,Typical/Average,Typical/Average,Dirt/Gravel,168,198,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,190000
1289,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,40.0,5664,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Stone Brook,Normal,Normal,Townhouse End Unit,One Story,Very Good,Average,2000,2000,Gable,Standard Shingle,Cement Board,,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,1158,Unfinished,0,343,1501,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1659,0,0,1659,1,0,2,0,2,1,Excellent,5,Typical Functionality,1,Excellent - Exceptional Masonry Fireplace,Attached,2000.0,Finished,2,499,Typical/Average,Typical/Average,Paved,212,59,0,0,0,0,,,,0,10,2009,Warranty Deed - Conventional,Normal Sale,278000
1290,2-STORY 1946 & NEWER,Residential Low Density,86.0,11065,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Single-Family Detached,Two Story,Very Good,Average,2006,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Stone,788.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Minimum Exposure,Unfinished,0,Unfinished,0,1085,1085,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1120,850,0,1970,0,0,2,1,3,1,Excellent,8,Typical Functionality,1,Good - Masonry Fireplace,Built-In Garage,2006.0,Finished,3,753,Typical/Average,Typical/Average,Paved,177,74,0,0,0,0,,,,0,10,2006,Newly Constructed,Incomplete Construction,281000
1291,SPLIT OR MULTI-LEVEL,Residential Low Density,,14112,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,Split Level,Average,Good,1964,1964,Hip,Standard Shingle,Wood Siding,Hard Board,Brick Face,86.0,Average/Typical,Average/Typical,Poured Concrete,Typical (80-89 inches),Typical,Average Exposure,Good Living Quarters,1014,Unfinished,0,138,1152,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1152,0,0,1152,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,1964.0,Rough Finished,2,484,Typical/Average,Typical/Average,Paved,227,0,0,0,0,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,180500
1292,2-STORY PUD - 1946 & NEWER,Residential Medium Density,21.0,1680,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Briardale,Normal,Normal,,Two Story,Average,Good,1972,1972,Gable,Standard Shingle,Cement Board,,Brick Face,268.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,231,Unfinished,0,399,630,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,630,672,0,1302,0,0,2,1,3,1,Typical/Average,6,Typical Functionality,0,,Detached,1972.0,Unfinished,1,264,Typical/Average,Typical/Average,Paved,185,0,0,0,0,0,,,,0,2,2009,Warranty Deed - Conventional,Normal Sale,119500
1293,2-STORY 1945 & OLDER,Residential Medium Density,60.0,6600,Paved,,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Old Town,Normal,Normal,Single-Family Detached,Two Story,Average,Below Average,1892,1965,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Stone,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,994,994,Gas Forced Warm Air Furnace,Average/Typical,No,Standard Circuit Breakers & Romex,1378,994,0,2372,0,0,2,0,4,2,Typical/Average,11,Minor Deductions 2,0,,Attached,1985.0,Rough Finished,1,432,Typical/Average,Typical/Average,Paved,0,287,0,0,0,0,,,,0,12,2009,Warranty Deed - Conventional,Normal Sale,107500
1294,2-STORY 1946 & NEWER,Residential Low Density,78.0,10140,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northwest Ames,Normal,Normal,Single-Family Detached,Two Story,Good,Average,1976,1976,Gable,Standard Shingle,Hard Board,Hard Board,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,194,Unfinished,0,638,832,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,832,832,0,1664,0,0,2,1,4,1,Typical/Average,8,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1976.0,Rough Finished,2,528,Typical/Average,Typical/Average,Paved,0,28,0,0,259,0,,Good Wood,,0,3,2006,Warranty Deed - Conventional,Normal Sale,162900
1295,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,8172,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Edwards,Normal,Normal,Single-Family Detached,One Story,Average,Good,1955,1990,Hip,Standard Shingle,Wood Shingles,Plywood,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,167,Unfinished,0,697,864,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,864,0,0,864,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Detached,1957.0,Unfinished,2,572,Typical/Average,Typical/Average,Dirt/Gravel,0,0,0,0,0,0,,,,0,4,2006,Warranty Deed - Conventional,Normal Sale,115000
1296,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,8400,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Adjacent to Feeder Street,Normal,Single-Family Detached,One Story,Average,Average,1968,1968,Hip,Standard Shingle,Hard Board,Hard Board,Brick Face,168.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,Average Exposure,Below Average Living Quarters,1016,Unfinished,0,36,1052,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1052,0,0,1052,1,0,1,1,3,1,Typical/Average,5,Typical Functionality,0,,Attached,1968.0,Rough Finished,1,288,Typical/Average,Typical/Average,Paved,356,0,0,0,0,0,,Good Wood,,0,11,2006,Warranty Deed - Conventional,Normal Sale,138500
1297,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,8700,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1963,1963,Hip,Standard Shingle,Metal Siding,Metal Siding,Brick Face,148.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical,Minimum Exposure,Average Living Quarters,776,Unfinished,0,344,1120,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1128,0,0,1128,1,0,2,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1963.0,Rough Finished,2,525,Typical/Average,Typical/Average,Paved,192,20,123,0,0,0,,Minimum Privacy,,0,12,2008,Warranty Deed - Conventional,Normal Sale,155000
1298,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Residential Medium Density,35.0,3675,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Edwards,Normal,Normal,Townhouse End Unit,Split Foyer,Above Average,Average,2005,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,82.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Good Exposure,Good Living Quarters,547,Unfinished,0,0,547,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1072,0,0,1072,1,0,2,0,2,1,Typical/Average,5,Typical Functionality,0,,Basement Garage,2005.0,Finished,2,525,Typical/Average,Typical/Average,Paved,0,44,0,0,0,0,,,,0,6,2006,Newly Constructed,Incomplete Construction,140000
1299,2-STORY 1946 & NEWER,Residential Low Density,313.0,63887,Paved,,Irregular,Banked,All Public Utilities,Corner Lot,Gentle Slope,Edwards,Adjacent to Feeder Street,Normal,Single-Family Detached,Two Story,Very Excellent,Average,2008,2008,Hip,Clay or Tile,Stucco,Stucco,Stone,796.0,Excellent,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Good Exposure,Good Living Quarters,5644,Unfinished,0,466,6110,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,4692,950,0,5642,2,0,2,1,3,1,Excellent,12,Typical Functionality,3,Good - Masonry Fireplace,Attached,2008.0,Finished,2,1418,Typical/Average,Typical/Average,Paved,214,292,0,0,0,480,Good,,,0,1,2008,Newly Constructed,Incomplete Construction,160000
1300,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75.0,7500,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Good,1959,1994,Hip,Standard Shingle,Brick Face,Brick Face,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Low Quality,340,Average Rec Room,906,0,1246,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1246,0,0,1246,1,0,1,1,3,1,Good,6,Typical Functionality,0,,Attached,1959.0,Rough Finished,1,305,Typical/Average,Typical/Average,Paved,218,0,0,0,0,0,,Good Privacy,,0,5,2010,Warranty Deed - Conventional,Normal Sale,154000
1301,2-STORY 1946 & NEWER,Residential Low Density,,10762,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,Gilbert,Normal,Normal,Single-Family Detached,Two Story,Good,Average,1999,1999,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,344.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,694,Unfinished,0,284,978,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1005,978,0,1983,0,0,2,1,3,1,Good,9,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1999.0,Finished,2,490,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,225000
1302,2-STORY 1945 & OLDER,Residential Low Density,,7500,Paved,,Slightly Irregular,Banked,All Public Utilities,Inside Lot,Gentle Slope,Crawford,Normal,Normal,Single-Family Detached,Two Story,Above Average,Good,1942,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,547,Unfinished,0,224,771,Gas Forced Warm Air Furnace,Fair,Yes,Standard Circuit Breakers & Romex,753,741,0,1494,0,0,1,0,3,1,Good,7,Typical Functionality,2,Good - Masonry Fireplace,Attached,1942.0,Unfinished,1,213,Typical/Average,Typical/Average,Partial Pavement,0,0,0,0,224,0,,,,0,11,2009,Warranty Deed - Conventional,Normal Sale,177500
1303,2-STORY 1946 & NEWER,Residential Low Density,92.0,10120,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge,Normal,Normal,Single-Family Detached,Two Story,Very Good,Average,1994,1994,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,391.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,740,Unfinished,0,425,1165,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1203,1323,0,2526,1,0,2,1,4,1,Good,8,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,1994.0,Rough Finished,3,844,Typical/Average,Typical/Average,Paved,309,78,0,0,0,0,,,,0,12,2006,Warranty Deed - Conventional,Normal Sale,290000
1304,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,73.0,8688,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,Single-Family Detached,One Story,Good,Average,2005,2005,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,228.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Average Exposure,Unfinished,0,Unfinished,0,1616,1616,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1616,0,0,1616,0,0,2,0,3,1,Good,7,Typical Functionality,0,,Attached,2005.0,Rough Finished,3,834,Typical/Average,Typical/Average,Paved,208,59,0,0,0,0,,,,0,4,2006,Warranty Deed - Conventional,Normal Sale,232000
1305,2-STORY PUD - 1946 & NEWER,Residential Medium Density,32.0,3363,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Edwards,Normal,Normal,Townhouse End Unit,Two Story,Good,Average,2004,2004,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Stone,117.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,976,976,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,976,732,0,1708,0,0,2,0,3,1,Good,7,Major Deductions 1,0,,Detached,2004.0,Unfinished,2,380,Typical/Average,Typical/Average,Paved,0,40,0,0,0,0,,,,0,4,2006,Warranty Deed - Conventional,Normal Sale,130000
1306,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,108.0,13173,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Northridge Heights,Normal,Normal,Single-Family Detached,One Story,Excellent,Average,2006,2007,Hip,Standard Shingle,Vinyl Siding,Vinyl Siding,Stone,300.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,No Exposure,Good Living Quarters,1572,Unfinished,0,80,1652,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1652,0,0,1652,1,0,2,0,2,1,Excellent,6,Typical Functionality,2,Excellent - Exceptional Masonry Fireplace,Attached,2006.0,Finished,2,840,Typical/Average,Typical/Average,Paved,404,102,0,0,0,0,,,,0,11,2009,Warranty Deed - Conventional,Normal Sale,325000
1307,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,48.0,6955,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One Story,Good,Average,2005,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Stone,94.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,1368,1368,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1368,0,0,1368,0,0,2,0,2,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,2005.0,Rough Finished,2,474,Typical/Average,Typical/Average,Paved,132,35,0,0,0,0,,,,0,9,2006,Newly Constructed,Incomplete Construction,202500
1308,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,8072,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Average,Average,1994,1995,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Good,Poured Concrete,Good (90-99 inches),Good,No Exposure,Average Living Quarters,746,Unfinished,0,244,990,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,990,0,0,990,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Detached,2000.0,Unfinished,2,480,Typical/Average,Typical/Average,Paved,0,64,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,138000
1309,1-STORY 1946 & NEWER ALL STYLES,Residential Medium Density,100.0,12000,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Normal,Normal,Single-Family Detached,One Story,Average,Good,1948,2005,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Good Living Quarters,144,Average Living Quarters,608,172,924,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1122,0,0,1122,1,0,1,0,2,1,Good,6,Typical Functionality,0,,Attached,1948.0,Unfinished,2,528,Typical/Average,Typical/Average,Paved,0,36,0,0,0,0,,Good Wood,,0,5,2008,Warranty Deed - Conventional,Normal Sale,147000
1310,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,7153,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer West,Normal,Normal,Single-Family Detached,One Story,Above Average,Average,1991,1991,Gable,Standard Shingle,Hard Board,Hard Board,Brick Face,88.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,1200,Unfinished,0,78,1278,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1294,0,0,1294,1,0,2,0,3,1,Good,6,Typical Functionality,0,,Attached,1991.0,Rough Finished,2,496,Typical/Average,Typical/Average,Paved,112,51,0,0,0,0,,Good Wood,,0,6,2008,Warranty Deed - Conventional,Normal Sale,179200
1311,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100.0,17500,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Crawford,Adjacent to Positive Off-Site Feature,Normal,Single-Family Detached,One Story,Good,Very Good,1959,2002,Gable,Standard Shingle,Brick Face,Hard Board,,0.0,Good,Good,Poured Concrete,Good (90-99 inches),Typical,Average Exposure,Good Living Quarters,1406,Unfinished,0,496,1902,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1902,0,0,1902,1,0,2,0,3,1,Excellent,7,Typical Functionality,2,Average - Prefabricated Fireplace,Attached,1959.0,Finished,2,567,Typical/Average,Typical/Average,Paved,0,207,162,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,335000
1312,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68.0,8814,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Good,Average,2005,2007,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,80.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,925,Unfinished,0,349,1274,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1274,0,0,1274,1,0,2,0,3,1,Good,6,Typical Functionality,0,,Attached,2005.0,Rough Finished,2,508,Typical/Average,Typical/Average,Paved,264,98,0,0,0,0,,,,0,1,2007,Newly Constructed,Incomplete Construction,203000
1313,2-STORY 1946 & NEWER,Residential Low Density,,9572,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge,Normal,Normal,Single-Family Detached,Two Story,Very Good,Average,1990,1990,Gable,Standard Shingle,Wood Siding,Wood Siding,Brick Face,336.0,Good,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,No Exposure,Good Living Quarters,482,Unfinished,0,971,1453,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1453,1357,0,2810,0,0,2,1,4,1,Good,9,Typical Functionality,1,Excellent - Exceptional Masonry Fireplace,Attached,1990.0,Rough Finished,2,750,Good,Good,Paved,500,0,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,302000
1314,2-STORY 1946 & NEWER,Residential Low Density,108.0,14774,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Northridge,Normal,Normal,Single-Family Detached,Two Story,Excellent,Average,1999,1999,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,165.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,1393,1393,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1422,1177,0,2599,0,0,2,1,4,1,Good,10,Typical Functionality,1,Average - Prefabricated Fireplace,Built-In Garage,1999.0,Finished,3,779,Typical/Average,Typical/Average,Paved,668,30,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,333168
1315,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,8190,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Edwards,Normal,Normal,Single-Family Detached,One Story,Below Average,Above Average,1954,1954,Hip,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,732,Unfinished,0,216,948,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,948,0,0,948,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,1,Average - Prefabricated Fireplace,Detached,1956.0,Unfinished,1,280,Typical/Average,Typical/Average,Paved,0,36,0,0,0,0,,,,0,10,2007,Warranty Deed - Conventional,Normal Sale,119000
1316,2-STORY 1946 & NEWER,Residential Low Density,85.0,11075,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,Two Story,Above Average,Average,1969,1969,Gable,Standard Shingle,Hard Board,Hard Board,,0.0,Average/Typical,Average/Typical,Cinder Block,Fair (70-79 inches),Typical,Minimum Exposure,Average Living Quarters,500,Low Quality,276,176,952,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1092,1020,0,2112,0,0,2,1,4,1,Typical/Average,9,Typical Functionality,2,Good - Masonry Fireplace,Attached,1969.0,Unfinished,2,576,Typical/Average,Typical/Average,Paved,280,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,206900
